Id_Customer;Y;Customer_Type;BirthDate;Customer_Open_Date;P_Client;Educational_Level;Marital_Status;Number_Of_Dependant;Years_At_Residence;Net_Annual_Income;Years_At_Business;Prod_Sub_Category;Prod_Decision_Date;Source;Type_Of_Residence;Nb_Of_Products;Prod_Closed_Date;Prod_Category;;;
9521;0;Non Existing Client;15/02/1965;23/04/2012;NP_Client;University;Married;0;10;36;3;C;24/04/2012;Sales;Owned;1;19/05/2013;B;;;
7245;0;Non Existing Client;28/07/1967;30/01/2012;NP_Client;University;Married;3;1;36;1;C;31/01/2012;Sales;Owned;1;;B;;;
9484;0;Non Existing Client;19/05/1974;23/04/2012;NP_Client;University;Married;3;3;50;9;G;24/04/2012;Branch;Owned;1;;C;;;
6438;0;Non Existing Client;27/06/1954;03/01/2012;NP_Client;University;Married;2;10;36;3;C;12/01/2012;Sales;Owned;1;;B;;;
2963;0;Existing Client;05/01/1987;12/04/2011;NP_Client;University;Single;0;1;48;4;G;24/08/2011;Branch;Owned;1;;K;;;
8285;0;Non Existing Client;06/07/1957;05/03/2012;NP_Client;University;Married;0;30;30;25;G;06/03/2012;Branch;Owned;1;;B;;;
2465;0;Non Existing Client;06/10/1962;03/08/2011;NP_Client;University;Married;0;15;30;1;C;14/08/2011;Sales;Owned;1;;B;;;
6981;0;Existing Client;21/01/1965;26/02/2008;NP_Client;University;Married;0;20;25;1;C;13/02/2012;Sales;Owned;1;;B;;;
3456;0;Non Existing Client;13/06/1960;20/09/2011;NP_Client;University;Married;3;11;20;1;C;25/09/2011;Sales;Owned;1;;B;;;
33;0;Existing Client;26/08/1978;28/01/2007;P_Client;University;Married;1;15;40;1;C;18/05/2011;Sales;Owned;2;30/12/2012;D;;;
6549;0;Non Existing Client;24/12/1968;10/01/2012;NP_Client;University;Married;1;10;36;1;C;17/01/2012;Sales;Owned;1;;B;;;
6251;0;Non Existing Client;04/02/1967;27/12/2011;NP_Client;University;Married;0;2;68;20;C;02/01/2012;Branch;Owned;1;;D;;;
8086;0;Existing Client;20/10/1984;21/02/2012;NP_Client;University;Married;0;15;8;3;C;04/03/2012;Branch;Owned;1;;C;;;
897;0;Non Existing Client;19/11/1963;01/06/2011;NP_Client;University;Married;0;10;18;1;C;20/06/2011;Sales;Owned;1;;B;;;
3606;0;Existing Client;12/02/1971;06/02/2007;P_Client;University;Married;1;2;108;14;G;10/10/2011;Branch;Old rent;1;;G;;;
5385;0;Non Existing Client;25/07/1974;28/11/2011;NP_Client;University;Married;0;15;30;1;C;29/11/2011;Sales;Owned;1;;B;;;
5079;0;Non Existing Client;20/04/1971;24/11/2011;NP_Client;University;Married;0;10;18;2;C;28/11/2011;Sales;Owned;2;;B;;;
9547;0;Non Existing Client;04/11/1988;25/04/2012;NP_Client;University;Single;0;10;36;3;C;28/04/2012;Sales;Owned;1;;B;;;
2295;0;Non Existing Client;15/04/1987;01/08/2011;NP_Client;University;Single;0;24;56,784;1;C;02/08/2011;Branch;Owned;2;18/11/2012;B;;;
2630;0;Non Existing Client;02/11/1957;17/07/2011;NP_Client;University;Married;0;1;36;1;C;25/08/2011;Sales;Owned;1;;D;;;
3046;0;Non Existing Client;08/12/1961;18/08/2011;NP_Client;University;Single;0;15;124,8;1;C;29/08/2011;Branch;Owned;2;14/06/2012;K;;;
6044;0;Existing Client;05/08/1960;06/07/2009;NP_Client;University;Married;0;10;36;3;C;03/01/2012;Sales;Owned;1;24/12/2012;B;;;
3111;0;Non Existing Client;18/01/1974;07/09/2011;NP_Client;University;Married;0;15;30;1;C;08/09/2011;Sales;Owned;1;;B;;;
1900;0;Existing Client;10/04/1966;10/12/2007;NP_Client;University;Married;0;2;18;2;C;21/08/2011;Sales;Owned;2;;B;;;
1812;0;Existing Client;02/04/1988;01/07/1993;NP_Client;University;Single;0;23;20;1;C;13/07/2011;Sales;Owned;2;10/01/2013;B;;;
4275;1;Non Existing Client;12/03/1958;19/10/2011;NP_Client;University;Married;0;50;36;50;C;20/10/2011;Sales;Owned;1;31/05/2012;B;;;
1534;0;Non Existing Client;05/03/1963;14/07/2011;NP_Client;University;Married;0;10;36;1;C;19/07/2011;Sales;Owned;1;;B;;;
9423;0;Non Existing Client;12/12/1954;08/04/2012;NP_Client;University;Married;4;22;18;2;C;19/04/2012;Sales;Owned;1;;B;;;
4060;0;Existing Client;01/08/1972;11/10/2011;NP_Client;University;Married;2;7;36;6;G;16/10/2011;Sales;Owned;1;;C;;;
172;0;Existing Client;17/02/1973;27/04/2011;NP_Client;Master/PhD;Married;3;2;18;4;C;15/05/2011;Sales;Owned;1;;C;;;
5383;0;Non Existing Client;16/02/1979;28/11/2011;NP_Client;University;Married;1;3;25;1;C;29/11/2011;Sales;Owned;1;;D;;;
7307;1;Existing Client;22/01/1977;08/02/2012;NP_Client;University;Married;0;10;25;1;C;23/02/2012;Sales;Owned;1;31/10/2012;B;;;
1397;0;Non Existing Client;13/11/1969;04/07/2011;NP_Client;University;Married;5;1;36;1;C;05/07/2011;Branch;Owned;1;05/07/2012;B;;;
8040;0;Existing Client;07/04/1989;23/11/2011;P_Client;University;Single;0;12;30;1;C;20/03/2012;Branch;Parents;1;;B;;;
3160;0;Non Existing Client;01/04/1950;08/09/2011;NP_Client;University;Widowed;3;25;20;1;C;12/09/2011;Sales;Owned;1;;D;;;
2312;0;Non Existing Client;14/11/1977;27/07/2011;NP_Client;University;Married;3;34;37,8;6;C;04/08/2011;Branch;Old rent;1;;K;;;
3682;0;Non Existing Client;01/09/1985;29/09/2011;NP_Client;University;Married;0;0;102;0;G;13/10/2011;Branch;Owned;1;;B;;;
6266;0;Non Existing Client;18/07/1982;27/12/2011;NP_Client;University;Married;1;1;72;1;C;02/01/2012;Sales;Owned;1;;B;;;
6753;0;Non Existing Client;08/05/1983;18/12/2011;NP_Client;University;Single;0;3;86,4;3;C;24/01/2012;Branch;Owned;1;;K;;;
8524;0;Non Existing Client;03/02/1956;15/03/2012;NP_Client;University;Married;3;1;36;1;C;18/03/2012;Sales;Owned;1;;B;;;
5860;0;Non Existing Client;11/06/1965;19/12/2011;NP_Client;University;Married;0;45;25;1;C;23/12/2011;Sales;Owned;1;;D;;;
9411;0;Non Existing Client;30/04/1954;12/04/2012;NP_Client;University;Married;2;10;18;2;C;19/04/2012;Sales;Owned;1;;B;;;
8229;0;Non Existing Client;15/01/1964;27/02/2012;NP_Client;University;Married;3;21;18;12;C;04/03/2012;Sales;Owned;1;;B;;;
3773;0;Existing Client;30/09/1982;24/08/2010;P_Client;Secondary or Less;Single;2;30;25,62;5;C;26/10/2011;Branch;Parents;1;;H;;;
7005;0;Existing Client;01/07/1974;25/02/2009;NP_Client;University;Married;0;1;36;1;C;22/02/2012;Sales;Owned;1;;B;;;
7686;0;Non Existing Client;23/11/1975;20/02/2012;NP_Client;University;Married;0;10;28;2;C;26/02/2012;Branch;Owned;1;30/05/2013;K;;;
6672;0;Non Existing Client;14/07/1980;15/01/2012;NP_Client;University;Single;0;4;50;0;G;17/01/2012;Branch;Owned;1;;B;;;
3720;0;Existing Client;08/07/1980;24/06/2009;NP_Client;University;Married;0;15;30;1;C;29/09/2011;Sales;Owned;1;;D;;;
2199;0;Non Existing Client;16/04/1982;17/07/2011;NP_Client;University;Married;1;28;36;3;C;01/08/2011;Sales;Owned;1;26/05/2013;B;;;
9023;0;Existing Client;20/08/1954;13/03/2012;NP_Client;University;Married;4;8;24;32;G;05/04/2012;Branch;Owned;2;06/02/2013;C;;;
1662;0;Non Existing Client;12/03/1988;18/07/2011;NP_Client;University;Married;1;2;36;1;C;22/07/2011;Sales;New rent;1;;B;;;
6281;0;Non Existing Client;19/04/1959;28/12/2011;NP_Client;University;Married;2;12;18;2;C;02/01/2012;Sales;Owned;1;;B;;;
4678;0;Non Existing Client;05/08/1988;09/11/2011;NP_Client;University;Single;0;10;36;10;C;10/11/2011;Sales;Owned;1;;B;;;
5179;0;Non Existing Client;07/01/1981;24/10/2011;NP_Client;University;Single;0;1;24;3;C;22/12/2011;Branch;Owned;1;;B;;;
1378;1;Existing Client;06/12/1976;04/07/2011;NP_Client;University;Married;2;15;70,2;1;C;25/07/2011;Sales;Owned;1;29/11/2012;L;;;
4741;0;Non Existing Client;06/03/1968;31/10/2011;NP_Client;University;Married;2;10;36;1;C;31/10/2011;Sales;Owned;1;;B;;;
8784;0;Existing Client;18/12/1953;08/03/2001;NP_Client;University;Married;3;10;500;15;P;04/03/2012;Branch;Owned;1;;E;;;
8571;0;Non Existing Client;06/06/1981;19/03/2012;NP_Client;University;Married;0;10;36;1;C;20/03/2012;Sales;Owned;1;;B;;;
4919;0;Non Existing Client;31/03/1951;13/11/2011;NP_Client;University;Married;3;1;36;1;C;14/11/2011;Sales;Owned;1;;B;;;
5500;0;Non Existing Client;18/12/1962;13/12/2011;NP_Client;University;Married;0;15;30;1;G;13/12/2011;Sales;Owned;1;;C;;;
1859;0;Existing Client;19/03/1978;23/03/2006;NP_Client;University;Married;0;15;54,588;1;C;11/08/2011;Sales;Owned;1;;L;;;
3426;0;Non Existing Client;25/06/1983;21/09/2011;NP_Client;University;Married;2;5;50;5;C;22/09/2011;Sales;Company;1;;B;;;
5194;0;Existing Client;03/08/1967;05/04/2009;NP_Client;University;Married;0;15;3;1;C;20/12/2011;Sales;Owned;1;;B;;;
540;0;Existing Client;12/08/1970;04/02/2008;P_Client;Master/PhD;Married;2;15;180;15;G;31/05/2011;Branch;Owned;1;;G;;;
9222;0;Non Existing Client;21/10/1987;04/04/2012;NP_Client;University;Single;0;10;36;3;C;05/04/2012;Sales;Owned;1;;B;;;
5116;0;Existing Client;12/01/1967;09/12/2001;NP_Client;University;Married;2;8;15;20;C;24/11/2011;Branch;Owned;1;;B;;;
2749;0;Existing Client;12/10/1975;05/04/2006;NP_Client;University;Married;0;12;18;2;C;07/09/2011;Sales;Owned;1;;B;;;
1174;0;Existing Client;01/12/1968;29/06/2005;NP_Client;University;Married;0;10;36;1;C;27/07/2011;Sales;Owned;2;05/11/2012;B;;;
2106;0;Existing Client;01/12/1982;27/03/2011;NP_Client;University;Married;0;2;18;2;C;27/07/2011;Sales;Owned;1;;C;;;
6830;0;Non Existing Client;06/09/1986;23/01/2012;NP_Client;University;Married;0;10;36;1;C;24/01/2012;Sales;Owned;1;;B;;;
1004;0;Non Existing Client;04/10/1987;13/06/2011;NP_Client;University;Single;0;24;18;1;C;20/06/2011;Sales;Owned;1;06/09/2012;B;;;
7458;0;Non Existing Client;22/01/1955;13/02/2012;NP_Client;University;Married;3;22;18;2;C;19/02/2012;Sales;Owned;1;;D;;;
2541;0;Non Existing Client;15/06/1954;18/08/2011;NP_Client;University;Married;3;15;30;1;C;21/08/2011;Sales;Owned;1;;D;;;
4257;0;Non Existing Client;28/09/1973;17/10/2011;NP_Client;University;Married;2;1;36;1;C;19/10/2011;Sales;Owned;1;;B;;;
9021;0;Non Existing Client;12/01/1980;07/03/2012;NP_Client;University;Married;0;10;50;10;C;29/03/2012;Sales;Owned;1;;B;;;
2118;0;Existing Client;15/10/1975;05/05/2011;NP_Client;Diploma;Married;0;30;69,6;3;C;18/08/2011;Branch;Owned;1;;L;;;
4102;0;Non Existing Client;04/09/1989;02/10/2011;NP_Client;University;Single;0;6;18;3;C;11/10/2011;Sales;New rent;1;30/05/2013;B;;;
5189;0;Existing Client;07/10/1980;26/03/2009;NP_Client;University;Single;0;25;50;5;C;04/12/2011;Sales;Owned;1;;D;;;
3485;0;Non Existing Client;05/05/1981;19/09/2011;NP_Client;University;Married;1;2;20;1;C;25/09/2011;Sales;Owned;1;;D;;;
7774;0;Existing Client;24/06/1965;01/07/2005;NP_Client;University;Married;0;20;60;10;P;19/02/2012;Branch;Owned;1;;E;;;
8735;0;Non Existing Client;01/10/1978;25/03/2012;NP_Client;University;Married;2;22;18;2;C;27/03/2012;Sales;Owned;1;;B;;;
5437;0;Non Existing Client;07/02/1964;29/11/2011;NP_Client;University;Married;3;2;18;2;C;30/11/2011;Sales;Owned;1;;B;;;
2169;1;Existing Client;25/08/1973;11/07/2011;NP_Client;University;Married;4;9;138;1;C;11/08/2011;Sales;Old rent;1;31/12/2012;L;;;
5869;0;Non Existing Client;07/01/1982;12/12/2011;NP_Client;University;Married;0;1;36;1;C;23/12/2011;Sales;Owned;1;;K;;;
7751;0;Existing Client;12/12/1966;23/02/2004;NP_Client;University;Married;2;15;25;1;C;09/02/2012;Sales;Owned;1;;D;;;
6474;0;Non Existing Client;16/11/1979;04/01/2012;NP_Client;Secondary or Less;Married;0;1;36;1;C;15/01/2012;Sales;Owned;1;;B;;;
4073;0;Non Existing Client;25/08/1964;04/10/2011;NP_Client;University;Married;0;1;20;1;C;10/10/2011;Sales;Owned;1;;B;;;
3409;0;Non Existing Client;01/06/1970;15/09/2011;NP_Client;University;Married;0;15;50;1;C;21/09/2011;Sales;Owned;1;30/05/2013;B;;;
3874;0;Non Existing Client;23/07/1972;29/09/2011;NP_Client;University;Married;2;1;36;1;C;02/10/2011;Sales;Owned;1;;D;;;
6425;0;Non Existing Client;23/04/1949;02/01/2012;NP_Client;University;Married;2;1;36;1;C;05/01/2012;Sales;Owned;1;;B;;;
7358;0;Non Existing Client;04/11/1961;08/02/2012;NP_Client;University;Married;0;15;36;1;C;09/02/2012;Sales;Owned;1;22/04/2013;B;;;
2080;0;Existing Client;01/10/1967;22/12/2010;P_Client;Diploma;Married;5;13;31,224;12;C;28/08/2011;Branch;Owned;1;;H;;;
7647;0;Non Existing Client;27/11/1970;20/02/2012;NP_Client;University;Married;0;1;25;1;C;22/02/2012;Sales;Owned;1;;B;;;
4001;1;Non Existing Client;05/12/1970;03/10/2011;NP_Client;University;Married;2;1;36;1;C;04/10/2011;Sales;Owned;1;;B;;;
6329;0;Non Existing Client;08/08/1968;22/12/2011;NP_Client;University;Married;0;5;36;5;C;03/01/2012;Sales;Owned;1;;B;;;
7607;0;Existing Client;31/08/1986;22/02/2012;NP_Client;University;Single;0;20;57,6;1;G;27/02/2012;Branch;Parents;1;;L;;;
7475;0;Non Existing Client;12/01/1976;14/02/2012;NP_Client;University;Married;2;36;25;1;C;15/02/2012;Sales;Owned;1;;B;;;
3882;0;Existing Client;01/02/1968;28/09/2011;NP_Client;University;Married;3;10;36;1;C;11/10/2011;Sales;Owned;1;02/04/2013;B;;;
1345;0;Existing Client;04/12/1983;07/06/2011;NP_Client;University;Single;0;20;28,044;1;C;17/07/2011;Sales;Owned;1;;L;;;
1762;0;Non Existing Client;31/01/1947;10/07/2011;NP_Client;University;Married;0;40;20;1;C;26/07/2011;Sales;Owned;1;;B;;;
5397;0;Non Existing Client;26/05/1975;28/11/2011;NP_Client;University;Married;0;1;36;1;C;29/11/2011;Sales;Owned;1;;B;;;
6286;0;Non Existing Client;16/03/1987;22/12/2011;NP_Client;University;Single;0;10;36;3;C;04/01/2012;Sales;Owned;1;09/01/2013;B;;;
7533;0;Non Existing Client;10/09/1975;16/02/2012;NP_Client;University;Married;0;15;36;1;C;19/02/2012;Sales;Owned;1;;B;;;
2055;0;Existing Client;03/07/1968;07/10/2010;NP_Client;University;Married;3;2;36;3;C;21/08/2011;Sales;Owned;1;;B;;;
7734;0;Non Existing Client;12/03/1966;07/02/2012;NP_Client;University;Married;0;22;18;2;C;08/02/2012;Sales;Owned;1;;B;;;
2457;0;Non Existing Client;18/08/1950;14/08/2011;NP_Client;University;Married;0;22;18;2;C;15/08/2011;Sales;Owned;1;;D;;;
5317;0;Existing Client;16/01/1982;27/10/2011;NP_Client;University;Married;1;3;14,4;5;G;06/12/2011;Branch;Owned;1;;C;;;
5323;0;Existing Client;12/10/1961;02/11/2011;NP_Client;University;Widowed;2;25;200;26;G;30/11/2011;Branch;Old rent;1;;C;;;
8328;0;Non Existing Client;17/08/1980;07/03/2012;NP_Client;University;Married;1;10;36;3;C;11/03/2012;Sales;Owned;1;;B;;;
2931;0;Existing Client;21/03/1960;24/11/2010;NP_Client;Master/PhD;Married;0;14;18;2;G;24/08/2011;Sales;Owned;1;;C;;;
8263;0;Non Existing Client;22/05/1976;04/03/2012;NP_Client;University;Married;3;1;36;1;C;05/03/2012;Sales;Owned;1;;B;;;
992;0;Non Existing Client;10/08/1966;27/06/2011;NP_Client;University;Married;3;2;97;2;G;29/06/2011;Branch;Owned;2;05/06/2012;K;;;
7485;0;Non Existing Client;01/09/1988;14/02/2012;NP_Client;University;Married;1;1;25;1;C;15/02/2012;Sales;Owned;1;;D;;;
8188;0;Non Existing Client;21/01/1968;27/02/2012;NP_Client;University;Divorced;2;1;36;1;C;28/02/2012;Sales;Owned;1;;B;;;
6207;1;Existing Client;05/07/1985;27/12/2011;NP_Client;University;Married;1;6;18;4;C;11/01/2012;Sales;Owned;1;31/10/2012;L;;;
8969;0;Existing Client;16/03/1978;07/04/2011;NP_Client;University;Married;2;5;227;12;G;17/04/2012;Branch;Owned;1;;B;;;
2299;0;Non Existing Client;19/11/1973;08/08/2011;NP_Client;University;Married;0;1;36;1;C;09/08/2011;Sales;Owned;1;;B;;;
3849;0;Non Existing Client;29/11/1946;22/08/2011;NP_Client;University;Married;0;15;50;1;C;13/10/2011;Sales;Owned;1;;B;;;
7958;0;Existing Client;21/02/1955;19/05/2010;NP_Client;University;Married;0;10;36;10;C;22/03/2012;Sales;Owned;1;;B;;;
8617;0;Non Existing Client;03/08/1976;21/03/2012;NP_Client;University;Divorced;0;1;36;1;C;22/03/2012;Sales;Owned;1;20/05/2013;B;;;
5618;0;Non Existing Client;10/10/1977;07/12/2011;NP_Client;University;Married;1;18;25;1;C;08/12/2011;Sales;Owned;2;08/04/2013;B;;;
6578;0;Non Existing Client;16/03/1956;14/12/2011;NP_Client;University;Married;0;2;18;2;C;15/01/2012;Sales;Owned;1;;B;;;
8936;0;Existing Client;14/06/1962;31/03/2010;P_Client;University;Married;0;24;288,9;2;G;09/04/2012;Branch;Owned;1;;E;;;
2773;0;Existing Client;23/07/1965;10/06/2007;NP_Client;Master/PhD;Married;2;15;50;23;C;29/08/2011;Sales;Owned;2;26/02/2013;C;;;
4335;0;Non Existing Client;25/02/1979;19/10/2011;NP_Client;University;Married;0;15;30;1;C;24/10/2011;Sales;Owned;1;;B;;;
1785;0;Non Existing Client;11/04/1970;25/07/2011;NP_Client;University;Married;0;10;18;2;C;27/07/2011;Sales;Owned;1;;B;;;
5471;0;Non Existing Client;27/12/1981;30/11/2011;NP_Client;University;Married;0;15;30;1;G;05/12/2011;Sales;Owned;2;;C;;;
9584;0;Existing Client;23/07/1969;10/12/2001;NP_Client;University;Married;3;12;36;3;C;28/03/2012;Sales;Owned;1;;B;;;
8725;0;Non Existing Client;09/11/1980;13/03/2012;NP_Client;University;Single;0;1;36;1;C;27/03/2012;Sales;Owned;1;;K;;;
6179;0;Non Existing Client;28/11/1979;27/10/2011;NP_Client;University;Married;2;3;60;3;C;25/12/2011;Branch;Parents;2;18/09/2012;K;;;
6263;0;Non Existing Client;28/06/1965;25/12/2011;NP_Client;University;Married;2;1;36;1;C;02/01/2012;Sales;Owned;1;;B;;;
2327;0;Non Existing Client;15/09/1987;03/08/2011;NP_Client;University;Married;0;10;36;10;C;04/08/2011;Sales;Owned;1;25/02/2013;B;;;
5290;0;Existing Client;02/08/1978;09/08/2011;NP_Client;Master/PhD;Married;2;15;36;5;G;07/12/2011;Sales;Owned;1;10/10/2012;C;;;
5590;0;Non Existing Client;24/06/1966;04/12/2011;NP_Client;University;Married;3;5;180;5;C;07/12/2011;Branch;Owned;1;;D;;;
8474;0;Non Existing Client;02/03/1963;13/03/2012;NP_Client;University;Married;3;10;36;3;C;18/03/2012;Sales;Owned;1;;B;;;
4943;0;Non Existing Client;07/10/1979;14/11/2011;NP_Client;University;Married;2;10;36;5;C;15/11/2011;Sales;Owned;1;;B;;;
1855;0;Existing Client;10/12/1959;01/02/2006;NP_Client;University;Married;0;15;30;1;C;23/06/2011;Branch;Owned;3;23/05/2012;C;;;
7084;0;Existing Client;25/04/1970;06/01/2011;NP_Client;University;Married;3;15;800;5;P;27/02/2012;Branch;Owned;1;;E;;;
7814;0;Existing Client;02/12/1982;23/03/2006;P_Client;Master/PhD;Single;0;10;18;2;C;13/03/2012;Sales;Owned;2;;K;;;
487;0;Non Existing Client;20/05/1960;13/05/2011;NP_Client;University;Married;3;50;72;50;C;15/05/2011;Branch;Owned;1;;D;;;
4278;0;Non Existing Client;02/08/1983;10/10/2011;NP_Client;University;Single;0;10;36;3;C;18/10/2011;Sales;Owned;2;;C;;;
6242;0;Non Existing Client;30/07/1974;25/12/2011;NP_Client;University;Married;0;15;30;1;C;02/01/2012;Sales;Owned;1;;B;;;
8226;0;Non Existing Client;13/03/1976;01/03/2012;NP_Client;University;Married;0;15;36;1;C;04/03/2012;Sales;Owned;1;;B;;;
1736;0;Non Existing Client;28/08/1974;17/07/2011;NP_Client;University;Married;1;1;36;1;C;21/07/2011;Sales;Owned;1;;B;;;
7596;0;Non Existing Client;23/02/1982;20/02/2012;NP_Client;University;Married;1;1;36;1;C;21/02/2012;Sales;Owned;1;;B;;;
2365;0;Non Existing Client;02/04/1977;26/07/2011;NP_Client;University;Married;2;10;36;6;C;11/08/2011;Sales;Owned;1;;K;;;
7280;0;Non Existing Client;14/06/1975;26/01/2012;NP_Client;University;Married;2;1;25;1;C;06/02/2012;Sales;Owned;1;;B;;;
9026;0;Existing Client;15/07/1980;14/03/2012;NP_Client;Master/PhD;Married;2;0;30;7;G;02/04/2012;Branch;Owned;1;;C;;;
9268;0;Existing Client;18/05/1958;10/04/2012;NP_Client;Master/PhD;Married;2;8;50;10;C;26/04/2012;Sales;Owned;1;;C;;;
9050;0;Non Existing Client;09/10/1973;20/03/2012;NP_Client;University;Married;2;22;18;2;C;27/03/2012;Sales;Owned;1;;B;;;
8884;0;Existing Client;27/03/1974;27/11/2008;NP_Client;University;Married;3;1;36;1;C;10/04/2012;Sales;Owned;1;;C;;;
2267;0;Non Existing Client;16/04/1966;31/07/2011;NP_Client;University;Married;3;3;36;1;C;01/08/2011;Sales;Owned;1;;B;;;
4614;0;Existing Client;20/02/1976;23/05/2010;P_Client;University;Married;2;4;68,604;4;C;04/11/2011;Sales;Owned;2;;H;;;
2208;1;Non Existing Client;20/05/1980;19/07/2011;NP_Client;University;Married;0;7;18;4;C;16/08/2011;Sales;Owned;1;;B;;;
4056;0;Non Existing Client;19/03/1969;09/10/2011;NP_Client;University;Married;0;22;20;1;C;10/10/2011;Sales;Owned;1;;B;;;
2835;0;Existing Client;18/02/1956;09/04/2009;NP_Client;Master/PhD;Married;3;12;6;25;G;18/09/2011;Branch;Owned;2;20/03/2013;C;;;
7788;0;Existing Client;02/10/1958;22/12/2004;NP_Client;University;Married;0;4;36;10;C;01/03/2012;Sales;Owned;1;;D;;;
2518;0;Non Existing Client;12/08/1981;31/07/2011;NP_Client;University;Married;0;4;54;6;C;18/08/2011;Branch;Owned;1;30/05/2013;K;;;
6942;0;Existing Client;10/11/1972;08/05/2006;P_Client;University;Married;2;1;25;1;C;12/02/2012;Sales;Owned;1;13/12/2012;B;;;
5332;0;Non Existing Client;19/09/1969;14/12/2011;NP_Client;University;Married;0;10;36;10;C;26/12/2011;Sales;Owned;1;;B;;;
326;0;Non Existing Client;02/11/1966;15/05/2011;NP_Client;University;Married;2;10;50;1;C;16/05/2011;Sales;Owned;1;;B;;;
3657;0;Existing Client;26/10/1982;21/07/2008;NP_Client;University;Single;0;28;42;2;C;03/10/2011;Branch;Owned;1;;J;;;
941;0;Non Existing Client;01/01/1977;16/06/2011;NP_Client;University;Married;0;30;18;15;C;22/06/2011;Branch;Owned;1;;B;;;
9330;0;Non Existing Client;23/10/1972;10/04/2012;NP_Client;University;Married;2;1;36;1;C;11/04/2012;Sales;Owned;1;;B;;;
8399;1;Existing Client;26/05/1983;13/03/2012;NP_Client;University;Single;0;28;63,192;4;C;19/03/2012;Branch;Parents;1;31/10/2012;L;;;
7963;0;Existing Client;30/11/1968;08/06/2010;NP_Client;University;Married;4;20;6000;12;P;29/02/2012;Branch;Owned;1;;E;;;
1530;1;Non Existing Client;21/01/1971;13/07/2011;NP_Client;University;Married;1;10;20;1;C;16/07/2011;Sales;Old rent;1;30/08/2012;B;;;
6055;0;Existing Client;05/11/1982;16/12/2009;P_Client;University;Single;0;18;33,072;3;C;15/01/2012;Branch;Owned;1;;G;;;
8963;0;Existing Client;01/03/1982;04/01/2011;NP_Client;University;Married;1;3;50;6;C;05/04/2012;Sales;Owned;1;;A;;;
7784;0;Non Existing Client;11/01/1974;11/03/2012;NP_Client;University;Married;0;10;120;4;G;18/03/2012;Branch;Owned;1;;B;;;
6211;0;Non Existing Client;26/07/1989;25/12/2011;NP_Client;University;Single;0;15;54;1;C;27/12/2011;Branch;Owned;1;;A;;;
5738;0;Non Existing Client;12/06/1981;13/12/2011;NP_Client;University;Single;0;15;30;1;C;14/12/2011;Sales;Owned;1;;D;;;
5074;0;Non Existing Client;02/04/1987;24/11/2011;NP_Client;University;Single;0;24;25;21;C;28/11/2011;Sales;Owned;2;16/12/2012;B;;;
4567;1;Existing Client;15/12/1950;05/10/2008;NP_Client;University;Married;0;30;50;20;C;26/11/2011;Sales;Owned;1;28/06/2012;B;;;
8065;0;Existing Client;06/09/1975;12/02/2012;NP_Client;University;Married;2;12;4000;8;P;05/03/2012;Branch;Owned;1;;E;;;
5193;0;Existing Client;15/02/1967;01/04/2009;NP_Client;University;Married;0;15;30;1;C;04/12/2011;Sales;Owned;1;;B;;;
8005;0;Existing Client;03/09/1987;20/04/2011;P_Client;University;Single;0;10;30,696;1;C;07/03/2012;Sales;New rent;1;;G;;;
2516;0;Non Existing Client;22/10/1951;16/08/2011;NP_Client;University;Married;0;10;36;1;C;17/08/2011;Sales;Owned;1;;D;;;
7558;1;Non Existing Client;29/04/1970;19/02/2012;NP_Client;University;Married;0;15;36;1;C;20/02/2012;Sales;Owned;1;29/11/2012;B;;;
426;0;Non Existing Client;18/04/1953;23/05/2011;NP_Client;Master/PhD;Married;0;1;18;1;C;24/05/2011;Sales;Owned;1;;B;;;
179;1;Existing Client;16/03/1957;28/04/2011;NP_Client;University;Married;1;5;37,644;2;C;26/05/2011;Sales;Owned;1;31/10/2011;L;;;
9497;0;Non Existing Client;05/03/1957;22/04/2012;NP_Client;University;Married;2;10;36;5;C;23/04/2012;Sales;Owned;1;26/12/2012;B;;;
7062;0;Existing Client;24/06/1968;17/06/2010;NP_Client;University;Married;0;10;36;3;C;22/02/2012;Sales;Owned;1;;C;;;
1130;0;Non Existing Client;16/10/1949;23/06/2011;NP_Client;University;Married;0;73;20;1;C;30/06/2011;Sales;Old rent;1;;D;;;
4210;0;Non Existing Client;14/03/1961;16/10/2011;NP_Client;University;Married;0;15;30;1;C;17/10/2011;Sales;Owned;1;;B;;;
4493;0;Existing Client;10/11/1958;12/05/1994;NP_Client;University;Married;0;10;36;1;C;12/10/2011;Sales;Owned;1;;B;;;
2635;0;Non Existing Client;10/08/1981;16/08/2011;NP_Client;University;Married;1;3;36;1;G;24/08/2011;Sales;New rent;1;;C;;;
3302;0;Non Existing Client;24/07/1972;18/09/2011;NP_Client;University;Married;2;1;20;1;C;19/09/2011;Sales;Owned;1;20/02/2013;B;;;
1833;0;Existing Client;26/02/1953;02/07/2006;NP_Client;University;Married;0;1;20;1;C;22/07/2011;Sales;Owned;2;19/02/2013;B;;;
6553;0;Non Existing Client;22/09/1977;11/01/2012;NP_Client;University;Married;3;10;18;2;C;12/01/2012;Sales;Owned;1;;B;;;
5090;0;Non Existing Client;02/11/1961;20/11/2011;NP_Client;University;Married;2;1;25;1;C;24/11/2011;Sales;Owned;1;;B;;;
6991;0;Existing Client;06/04/1985;23/06/2008;P_Client;University;Single;0;25;103;4;G;27/02/2012;Branch;Parents;1;;G;;;
